Date Time, Water Level, Sigma, O, F, R, L, Quality 
2018-10-10 03:06,3.379,0.056,1,0,0,0,p
2018-10-10 03:12,3.406,0.052,1,0,0,0,p
2018-10-10 03:18,3.406,0.052,1,0,0,0,p
2018-10-10 03:24,3.428,0.049,1,0,0,0,p
2018-10-10 03:30,3.451,0.052,1,0,0,0,p
2018-10-10 03:36,3.501,0.049,1,0,0,0,p
2018-10-10 03:42,3.474,0.043,1,0,0,0,p
2018-10-10 03:48,3.537,0.056,1,0,0,0,p
2018-10-10 03:54,3.524,0.049,1,0,0,0,p
2018-10-10 04:00,3.579,0.066,1,0,0,0,p
2018-10-10 04:06,3.586,0.052,1,0,0,0,p
2018-10-10 04:12,3.547,0.049,1,0,0,0,p
2018-10-10 04:18,3.609,0.052,1,0,0,0,p
2018-10-10 04:24,3.596,0.046,1,0,0,0,p
2018-10-10 04:30,3.599,0.059,1,0,0,0,p
2018-10-10 04:36,3.606,0.043,1,0,0,0,p
2018-10-10 04:42,3.576,0.056,1,0,0,0,p
2018-10-10 04:48,3.570,0.062,1,0,0,0,p
2018-10-10 04:54,3.560,0.056,1,0,0,0,p
2018-10-10 05:00,3.579,0.052,1,0,0,0,p
2018-10-10 05:06,3.527,0.056,1,0,0,0,p
2018-10-10 05:12,3.514,0.059,1,0,0,0,p
2018-10-10 05:18,3.465,0.056,1,0,0,0,p
2018-10-10 05:24,3.504,0.046,1,0,0,0,p
2018-10-10 05:30,3.458,0.049,1,0,0,0,p
2018-10-10 05:36,3.458,0.056,1,0,0,0,p
2018-10-10 05:42,3.415,0.056,1,0,0,0,p
2018-10-10 05:48,3.491,0.049,1,0,0,0,p
2018-10-10 05:54,3.474,0.062,1,0,0,0,p
2018-10-10 06:00,3.474,0.062,1,0,0,0,p
2018-10-10 06:06,3.530,0.052,1,0,0,0,p
2018-10-10 06:12,3.537,0.052,1,0,0,0,p
2018-10-10 06:18,3.540,0.066,1,0,0,0,p
2018-10-10 06:24,3.599,0.056,1,0,0,0,p
2018-10-10 06:30,3.510,0.062,1,0,0,0,p
2018-10-10 06:36,3.609,0.062,1,0,0,0,p
2018-10-10 06:42,3.681,0.082,1,0,0,0,p
2018-10-10 06:48,3.760,0.072,1,0,0,0,p
2018-10-10 06:54,3.717,0.082,1,0,0,0,p
2018-10-10 07:00,3.753,0.069,1,0,0,0,p
2018-10-10 07:06,3.793,0.072,1,0,0,0,p
2018-10-10 07:12,3.691,0.069,1,0,0,0,p
2018-10-10 07:18,3.661,0.066,1,0,0,0,p
2018-10-10 07:24,3.583,0.069,0,0,0,0,p
2018-10-10 07:30,3.596,0.062,1,0,0,0,p
2018-10-10 07:36,3.560,0.062,1,0,0,0,p
2018-10-10 07:42,3.550,0.069,1,0,0,0,p
2018-10-10 07:48,3.409,0.052,1,0,0,0,p
2018-10-10 07:54,3.419,0.062,1,0,0,0,p
2018-10-10 08:00,3.428,0.066,1,0,0,0,p
2018-10-10 08:06,3.366,0.066,1,0,0,0,p
2018-10-10 08:12,3.383,0.079,1,0,0,0,p
2018-10-10 08:18,3.353,0.069,1,0,0,0,p
2018-10-10 08:24,3.369,0.066,1,0,0,0,p
2018-10-10 08:30,3.369,0.062,0,0,0,0,p
2018-10-10 08:36,3.419,0.079,0,0,0,0,p
2018-10-10 08:42,3.428,0.059,1,0,0,0,p
2018-10-10 08:48,3.419,0.059,1,0,0,0,p
2018-10-10 08:54,3.422,0.069,1,0,0,0,p
2018-10-10 09:00,3.435,0.056,1,0,0,0,p
2018-10-10 09:06,3.399,0.059,1,0,0,0,p
2018-10-10 09:12,3.432,0.066,1,0,0,0,p
2018-10-10 09:18,3.356,0.059,0,0,0,0,p
2018-10-10 09:24,3.412,0.059,1,0,0,0,p
2018-10-10 09:30,3.346,0.049,1,0,0,0,p
2018-10-10 09:36,3.346,0.052,1,0,0,0,p
2018-10-10 09:42,3.340,0.062,1,0,0,0,p
2018-10-10 09:48,3.346,0.062,1,0,0,0,p
2018-10-10 09:54,3.356,0.079,0,0,0,0,p
2018-10-10 10:00,3.373,0.079,1,0,0,0,p
2018-10-10 10:06,3.330,0.072,1,0,0,0,p
2018-10-10 10:12,3.402,0.085,1,0,0,0,p
2018-10-10 10:18,3.386,0.075,1,0,0,0,p
2018-10-10 10:24,3.422,0.072,1,0,0,0,p
2018-10-10 10:30,3.468,0.072,1,0,0,0,p
2018-10-10 10:36,3.471,0.075,1,0,0,0,p
2018-10-10 10:42,3.478,0.075,1,0,0,0,p
2018-10-10 10:48,3.550,0.072,1,0,0,0,p
2018-10-10 10:54,3.451,0.072,1,0,0,0,p
2018-10-10 11:00,3.484,0.082,1,0,0,0,p
2018-10-10 11:06,3.419,0.082,1,0,0,0,p
2018-10-10 11:12,3.386,0.069,1,0,0,0,p
2018-10-10 11:18,3.389,0.072,1,0,0,0,p
2018-10-10 11:24,3.465,0.056,1,0,0,0,p
2018-10-10 11:30,3.386,0.069,1,0,0,0,p
2018-10-10 11:36,3.488,0.072,1,0,0,0,p
2018-10-10 11:42,3.448,0.095,1,0,0,0,p
2018-10-10 11:48,3.471,0.079,1,0,0,0,p
2018-10-10 11:54,3.432,0.082,1,0,0,0,p
2018-10-10 12:00,3.415,0.075,1,0,0,0,p
2018-10-10 12:06,3.451,0.079,0,0,0,0,p
2018-10-10 12:12,3.422,0.102,0,0,0,0,p
2018-10-10 12:18,3.442,0.085,1,0,0,0,p
2018-10-10 12:24,3.435,0.085,1,0,0,0,p
2018-10-10 12:30,3.497,0.075,1,0,0,0,p
2018-10-10 12:36,3.468,0.072,1,0,0,0,p
2018-10-10 12:42,3.537,0.085,1,0,0,0,p
2018-10-10 12:48,3.514,0.092,1,0,0,0,p
2018-10-10 12:54,3.570,0.072,1,0,0,0,p
2018-10-10 13:00,3.566,0.089,1,0,0,0,p
2018-10-10 13:06,3.648,0.079,1,0,0,0,p
2018-10-10 13:12,3.563,0.082,1,0,0,0,p
2018-10-10 13:18,3.675,0.108,1,0,0,0,p
2018-10-10 13:24,3.599,0.089,1,0,0,0,p
2018-10-10 13:30,3.704,0.082,0,0,0,0,p
2018-10-10 13:36,3.698,0.082,1,0,0,0,p
2018-10-10 13:42,3.763,0.079,1,0,0,0,p
2018-10-10 13:48,3.688,0.059,1,0,0,0,p
2018-10-10 13:54,3.825,0.069,1,0,0,0,p
2018-10-10 14:00,3.724,0.069,1,0,0,0,p
2018-10-10 14:06,3.858,0.072,1,0,0,0,p
2018-10-10 14:12,3.881,0.056,1,0,0,0,p
2018-10-10 14:18,3.812,0.052,1,0,0,0,p
2018-10-10 14:24,3.898,0.052,1,0,0,0,p
2018-10-10 14:30,3.871,0.056,1,0,0,0,p
2018-10-10 14:36,3.934,0.049,1,0,0,0,p
2018-10-10 14:42,3.806,0.049,1,0,0,0,p
2018-10-10 14:48,3.947,0.046,1,0,0,0,p
2018-10-10 14:54,3.891,0.052,1,0,0,0,p
2018-10-10 15:00,3.967,0.049,1,0,0,0,p
2018-10-10 15:06,3.980,0.052,1,0,0,0,p
2018-10-10 15:12,3.907,0.079,0,0,0,0,p
2018-10-10 15:18,4.035,0.059,1,0,0,0,p
2018-10-10 15:24,4.012,0.059,1,0,0,0,p
2018-10-10 15:30,3.996,0.052,1,0,0,0,p
2018-10-10 15:36,4.042,0.056,1,0,0,0,p
2018-10-10 15:42,4.154,0.059,1,0,0,0,p
2018-10-10 15:48,4.012,0.066,1,0,0,0,p
2018-10-10 15:54,4.137,0.089,1,0,0,0,p
2018-10-10 16:00,4.078,0.059,1,0,0,0,p
2018-10-10 16:06,4.003,0.049,1,0,0,0,p
2018-10-10 16:12,4.065,0.056,1,0,0,0,p
2018-10-10 16:18,4.016,0.066,1,0,0,0,p
2018-10-10 16:24,3.976,0.075,1,0,0,0,p
2018-10-10 16:30,4.111,0.082,1,0,0,0,p
2018-10-10 16:36,4.081,0.092,1,0,0,0,p
2018-10-10 16:42,4.160,0.095,1,0,0,0,p
2018-10-10 16:48,4.098,0.105,1,0,0,0,p
2018-10-10 16:54,4.094,0.115,0,0,0,0,p
2018-10-10 17:00,4.075,0.085,1,0,0,0,p
2018-10-10 17:06,4.226,0.102,1,0,0,0,p
2018-10-10 17:12,4.163,0.102,1,0,0,0,p
2018-10-10 17:18,4.199,0.121,1,0,0,0,p
2018-10-10 17:24,4.370,0.125,1,0,0,0,p
2018-10-10 17:30,4.672,0.135,1,0,0,0,p
2018-10-10 17:36,4.951,0.148,1,0,0,0,p
2018-10-10 17:42,5.591,0.230,1,0,0,0,p
2018-10-10 17:48,5.958,0.312,1,0,0,0,p
2018-10-10 17:54,6.404,0.308,1,0,0,0,p
2018-10-10 18:00,6.575,0.472,1,0,0,0,p
2018-10-10 18:06,6.647,0.561,1,0,0,0,p
2018-10-10 18:12,6.503,0.502,1,0,0,0,p
2018-10-10 18:18,,,1,1,1,1,p
2018-10-10 18:24,6.309,0.561,0,0,0,0,p
2018-10-10 18:30,6.024,0.482,1,0,0,0,p
2018-10-10 18:36,5.725,0.538,0,0,0,0,p
2018-10-10 18:42,5.699,0.482,1,0,0,0,p
2018-10-10 18:48,5.449,0.492,0,0,0,0,p
2018-10-10 18:54,5.338,0.486,0,0,0,0,p
2018-10-10 19:00,5.220,0.469,1,0,0,0,p
2018-10-10 19:06,5.000,0.479,1,0,0,0,p
2018-10-10 19:12,4.790,0.459,1,0,0,0,p
2018-10-10 19:18,4.731,0.489,1,0,0,0,p
2018-10-10 19:24,4.610,0.463,0,0,0,0,p
2018-10-10 19:30,4.583,0.459,0,0,0,0,p
2018-10-10 19:36,4.603,0.407,0,0,0,0,p
2018-10-10 19:42,4.623,0.443,1,0,0,0,p
2018-10-10 19:48,4.528,0.417,1,0,0,0,p
2018-10-10 19:54,4.455,0.397,0,0,0,0,p
2018-10-10 20:00,4.449,0.397,0,0,0,0,p
2018-10-10 20:06,4.436,0.325,0,0,0,0,p
2018-10-10 20:12,4.459,0.262,0,0,0,0,p
2018-10-10 20:18,4.505,0.210,1,0,0,0,p
2018-10-10 20:24,4.475,0.246,0,0,0,0,p
2018-10-10 20:30,4.426,0.279,1,0,0,0,p
2018-10-10 20:36,4.393,0.279,1,0,0,0,p
2018-10-10 20:42,4.360,0.289,1,0,0,0,p
2018-10-10 20:48,4.314,0.246,1,0,0,0,p
2018-10-10 20:54,4.275,0.299,0,0,0,0,p
2018-10-10 21:00,4.259,0.259,0,0,0,0,p
2018-10-10 21:06,4.229,0.249,0,0,0,0,p
2018-10-10 21:12,4.249,0.233,1,0,0,0,p
2018-10-10 21:18,4.245,0.285,0,0,0,0,p
2018-10-10 21:24,4.285,0.302,0,0,0,0,p
2018-10-10 21:30,4.249,0.305,0,0,0,0,p
2018-10-10 21:36,4.232,0.210,1,0,0,0,p
2018-10-10 21:42,4.216,0.226,1,0,0,0,p
2018-10-10 21:48,4.196,0.187,1,0,0,0,p
2018-10-10 21:54,4.203,0.220,0,0,0,0,p
2018-10-10 22:00,4.147,0.207,0,0,0,0,p
2018-10-10 22:06,4.183,0.220,0,0,0,0,p
2018-10-10 22:12,4.173,0.240,0,0,0,0,p
2018-10-10 22:18,4.163,,1,0,0,0,p
2018-10-10 22:24,4.160,0.184,1,0,0,0,p
2018-10-10 22:30,4.173,0.220,0,0,0,0,p
2018-10-10 22:36,4.160,0.180,1,0,0,0,p
2018-10-10 22:42,4.173,0.177,0,0,0,0,p
2018-10-10 22:48,4.219,0.112,1,0,0,0,p
2018-10-10 22:54,4.209,0.187,1,0,0,0,p
2018-10-10 23:00,4.242,0.174,0,0,0,0,p
2018-10-10 23:06,4.268,0.171,0,0,0,0,p
2018-10-10 23:12,4.255,0.148,1,0,0,0,p
2018-10-10 23:18,4.268,0.157,0,0,0,0,p
2018-10-10 23:24,4.298,0.128,1,0,0,0,p
2018-10-10 23:30,4.298,0.161,0,0,0,0,p
2018-10-10 23:36,4.295,0.131,1,0,0,0,p
2018-10-10 23:42,4.272,0.128,0,0,0,0,p
2018-10-10 23:48,4.229,0.095,1,0,0,0,p
2018-10-10 23:54,4.229,0.098,1,0,0,0,p
2018-10-11 00:00,4.213,0.098,1,0,0,0,p
