storm_id,storm_name,year,doy,time,rectype,stormtype,lat,lng,wind,wind_k,press
AL051852,UNNAMED,1852,281,00:00,,HU,17.7N,79.6W,103.57019999999999,90,NA
AL051852,UNNAMED,1852,281,06:00,,HU,18.2N,81.5W,103.57019999999999,90,NA
AL051852,UNNAMED,1852,281,12:00,,HU,18.7N,83.1W,103.57019999999999,90,NA
AL051852,UNNAMED,1852,281,18:00,,HU,19.5N,84.4W,103.57019999999999,90,NA
AL051852,UNNAMED,1852,282,00:00,,HU,20.4N,85.5W,103.57019999999999,90,NA
AL051852,UNNAMED,1852,282,06:00,,HU,21.2N,86.4W,103.57019999999999,90,NA
AL051852,UNNAMED,1852,282,12:00,,HU,22.4N,86.9W,103.57019999999999,90,NA
AL051852,UNNAMED,1852,282,18:00,,HU,24.0N,86.8W,103.57019999999999,90,NA
AL051852,UNNAMED,1852,283,00:00,,HU,25.6N,86.4W,103.57019999999999,90,NA
AL051852,UNNAMED,1852,283,06:00,,HU,26.9N,85.9W,103.57019999999999,90,NA
AL051852,UNNAMED,1852,283,12:00,,HU,28.0N,85.5W,103.57019999999999,90,NA
AL051852,UNNAMED,1852,283,18:00,,HU,29.2N,84.9W,103.57019999999999,90,NA
AL051852,UNNAMED,1852,283,21:00,L,HU,29.9N,84.4W,103.57019999999999,90,NA
AL051852,UNNAMED,1852,284,00:00,,HU,30.5N,83.9W,92.0624,80,NA
AL051852,UNNAMED,1852,284,06:00,,TS,31.8N,82.8W,69.04679999999999,60,NA
AL051852,UNNAMED,1852,284,12:00,,TS,33.0N,81.1W,57.538999999999994,50,NA
AL051852,UNNAMED,1852,284,18:00,,TS,34.0N,79.5W,57.538999999999994,50,NA
AL051852,UNNAMED,1852,285,00:00,,TS,35.0N,77.0W,57.538999999999994,50,NA
AL051852,UNNAMED,1852,285,06:00,,TS,36.0N,74.0W,57.538999999999994,50,NA
AL051852,UNNAMED,1852,285,12:00,,TS,38.0N,70.0W,69.04679999999999,60,NA
AL051852,UNNAMED,1852,285,18:00,,TS,40.0N,66.0W,69.04679999999999,60,NA
AL011853,UNNAMED,1853,217,12:00,,TS,32.5N,69.0W,57.538999999999994,50,NA
AL021853,UNNAMED,1853,222,12:00,,TS,12.0N,60.0W,46.0312,40,NA
AL031853,UNNAMED,1853,242,00:00,,TS,12.1N,23.2W,46.0312,40,NA
AL031853,UNNAMED,1853,242,06:00,,TS,12.3N,25.1W,46.0312,40,NA
AL031853,UNNAMED,1853,242,12:00,,TS,12.5N,27.0W,46.0312,40,NA
AL031853,UNNAMED,1853,242,18:00,,TS,12.8N,28.9W,46.0312,40,NA
AL031853,UNNAMED,1853,243,00:00,,TS,13.0N,30.9W,57.538999999999994,50,NA
AL031853,UNNAMED,1853,243,06:00,,TS,13.3N,33.0W,57.538999999999994,50,NA
AL031853,UNNAMED,1853,243,12:00,,TS,13.6N,35.0W,69.04679999999999,60,NA
AL031853,UNNAMED,1853,243,18:00,,TS,13.9N,36.8W,69.04679999999999,60,NA
AL031853,UNNAMED,1853,244,00:00,,HU,14.2N,38.5W,80.5546,70,NA
AL031853,UNNAMED,1853,244,06:00,,HU,14.6N,40.5W,80.5546,70,NA
AL031853,UNNAMED,1853,244,12:00,,HU,14.9N,42.3W,92.0624,80,NA
AL031853,UNNAMED,1853,244,18:00,,HU,15.2N,43.9W,92.0624,80,NA
AL031853,UNNAMED,1853,245,00:00,,HU,15.7N,45.7W,103.57019999999999,90,NA
AL031853,UNNAMED,1853,245,06:00,,HU,16.2N,47.3W,103.57019999999999,90,NA
AL031853,UNNAMED,1853,245,12:00,,HU,16.7N,49.0W,115.07799999999999,100,NA
AL031853,UNNAMED,1853,245,18:00,,HU,17.4N,51.0W,126.58579999999999,110,NA
AL031853,UNNAMED,1853,246,00:00,,HU,18.2N,52.8W,138.09359999999998,120,NA
AL031853,UNNAMED,1853,246,06:00,,HU,19.1N,54.6W,149.60139999999998,130,NA
AL031853,UNNAMED,1853,246,12:00,,HU,19.7N,56.2W,149.60139999999998,130,924
AL031853,UNNAMED,1853,246,18:00,,HU,20.7N,58.0W,149.60139999999998,130,NA
AL031853,UNNAMED,1853,247,00:00,,HU,21.2N,59.9W,138.09359999999998,120,NA
AL031853,UNNAMED,1853,247,06:00,,HU,22.0N,61.8W,138.09359999999998,120,NA
AL031853,UNNAMED,1853,247,12:00,,HU,22.7N,63.7W,138.09359999999998,120,NA
AL031853,UNNAMED,1853,247,18:00,,HU,23.4N,65.3W,138.09359999999998,120,NA
AL031853,UNNAMED,1853,248,00:00,,HU,24.2N,67.1W,138.09359999999998,120,NA
AL031853,UNNAMED,1853,248,06:00,,HU,25.0N,68.6W,138.09359999999998,120,NA
AL031853,UNNAMED,1853,248,12:00,,HU,25.8N,70.1W,138.09359999999998,120,NA
AL031853,UNNAMED,1853,248,18:00,,HU,26.6N,71.1W,138.09359999999998,120,NA
AL031853,UNNAMED,1853,249,00:00,,HU,27.3N,72.0W,138.09359999999998,120,NA
AL031853,UNNAMED,1853,249,06:00,,HU,28.2N,72.9W,138.09359999999998,120,NA
AL031853,UNNAMED,1853,249,12:00,,HU,29.1N,73.5W,138.09359999999998,120,NA
AL031853,UNNAMED,1853,249,18:00,,HU,30.2N,74.0W,138.09359999999998,120,NA
AL031853,UNNAMED,1853,250,00:00,,HU,31.2N,74.3W,126.58579999999999,110,NA
AL031853,UNNAMED,1853,250,06:00,,HU,32.5N,74.1W,126.58579999999999,110,NA
AL031853,UNNAMED,1853,250,12:00,,HU,33.7N,73.9W,115.07799999999999,100,NA
AL031853,UNNAMED,1853,250,18:00,,HU,34.9N,72.9W,115.07799999999999,100,NA
AL031853,UNNAMED,1853,251,00:00,,HU,36.0N,71.6W,115.07799999999999,100,NA
AL031853,UNNAMED,1853,251,06:00,,HU,36.8N,69.9W,115.07799999999999,100,NA
AL031853,UNNAMED,1853,251,12:00,,HU,37.5N,67.9W,115.07799999999999,100,NA
AL031853,UNNAMED,1853,251,18:00,,HU,38.2N,65.4W,115.07799999999999,100,NA
AL031853,UNNAMED,1853,252,00:00,,HU,39.0N,62.3W,115.07799999999999,100,NA
AL031853,UNNAMED,1853,252,06:00,,HU,39.9N,59.4W,103.57019999999999,90,NA
AL031853,UNNAMED,1853,252,12:00,,HU,40.8N,56.8W,92.0624,80,NA
AL031853,UNNAMED,1853,252,18:00,,HU,41.9N,53.4W,80.5546,70,NA
AL031853,UNNAMED,1853,253,00:00,,HU,42.9N,49.5W,80.5546,70,NA
AL031853,UNNAMED,1853,253,06:00,,HU,43.9N,45.5W,80.5546,70,NA
AL031853,UNNAMED,1853,253,12:00,,HU,45.0N,41.2W,80.5546,70,NA
AL031853,UNNAMED,1853,253,18:00,,HU,46.2N,36.2W,80.5546,70,NA
AL041853,UNNAMED,1853,251,00:00,,HU,37.0N,53.0W,115.07799999999999,100,NA
AL041853,UNNAMED,1853,251,06:00,,HU,38.0N,51.0W,115.07799999999999,100,NA
AL041853,UNNAMED,1853,251,12:00,,HU,39.0N,49.0W,115.07799999999999,100,NA
AL041853,UNNAMED,1853,251,18:00,,HU,40.0N,46.8W,115.07799999999999,100,NA
AL041853,UNNAMED,1853,252,00:00,,HU,41.3N,44.0W,115.07799999999999,100,NA
AL041853,UNNAMED,1853,252,06:00,,HU,42.5N,41.5W,115.07799999999999,100,NA
AL041853,UNNAMED,1853,252,12:00,,HU,43.4N,39.3W,115.07799999999999,100,NA
AL041853,UNNAMED,1853,252,18:00,,HU,44.5N,37.2W,115.07799999999999,100,NA
AL041853,UNNAMED,1853,253,00:00,,HU,45.5N,34.7W,115.07799999999999,100,NA
AL041853,UNNAMED,1853,253,06:00,,HU,46.3N,32.3W,115.07799999999999,100,NA
AL041853,UNNAMED,1853,253,12:00,,HU,47.0N,30.0W,103.57019999999999,90,NA
AL041853,UNNAMED,1853,253,18:00,,HU,48.0N,27.5W,103.57019999999999,90,NA
AL051853,UNNAMED,1853,264,12:00,,TS,20.0N,95.0W,57.538999999999994,50,NA
AL061853,UNNAMED,1853,269,00:00,,TS,25.8N,62.0W,57.538999999999994,50,NA
AL061853,UNNAMED,1853,269,06:00,,TS,27.4N,62.5W,57.538999999999994,50,NA
