"FL_DATE","OP_UNIQUE_CARRIER","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","DEST","DEST_CITY_NAME","DEST_STATE_ABR","DEP_TIME","DEP_DELAY_NEW","DEP_DEL15","ARR_TIME","ARR_DELAY_NEW","ARR_DEL15","CANCELLED","CANCELLATION_CODE","DIVERTED","AIR_TIME","FLIGHTS","DISTANCE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2018-05-01,"EV","RIC","Richmond, VA","VA","EWR","Newark, NJ","NJ","0859",0.00,0.00,"1026",0.00,0.00,0.00,"",0.00,53.00,1.00,277.00,,,,,,
2018-05-01,"EV","MOB","Mobile, AL","AL","IAH","Houston, TX","TX","1148",0.00,0.00,"1342",4.00,0.00,0.00,"",0.00,89.00,1.00,427.00,,,,,,
2018-05-01,"EV","IAH","Houston, TX","TX","CRW","Charleston/Dunbar, WV","WV","1426",0.00,0.00,"1755",0.00,0.00,0.00,"",0.00,131.00,1.00,975.00,,,,,,
2018-05-01,"EV","JAN","Jackson/Vicksburg, MS","MS","IAH","Houston, TX","TX","0934",0.00,0.00,"1108",0.00,0.00,0.00,"",0.00,74.00,1.00,351.00,,,,,,
2018-05-01,"EV","CLE","Cleveland, OH","OH","EWR","Newark, NJ","NJ","1622",0.00,0.00,"1834",25.00,1.00,0.00,"",0.00,68.00,1.00,404.00,0.00,0.00,25.00,0.00,0.00,
2018-05-01,"EV","EWR","Newark, NJ","NJ","SBN","South Bend, IN","IN","2146",0.00,0.00,"2345",0.00,0.00,0.00,"",0.00,89.00,1.00,637.00,,,,,,
2018-05-01,"EV","IAH","Houston, TX","TX","CLE","Cleveland, OH","OH","1200",0.00,0.00,"1554",0.00,0.00,0.00,"",0.00,153.00,1.00,1091.00,,,,,,
2018-05-01,"EV","IAH","Houston, TX","TX","JAN","Jackson/Vicksburg, MS","MS","0739",0.00,0.00,"0858",0.00,0.00,0.00,"",0.00,61.00,1.00,351.00,,,,,,
2018-05-01,"EV","IAH","Houston, TX","TX","ECP","Panama City, FL","FL","1934",0.00,0.00,"2107",0.00,0.00,0.00,"",0.00,80.00,1.00,572.00,,,,,,
2018-05-01,"EV","DCA","Washington, DC","VA","EWR","Newark, NJ","NJ","1915",24.00,1.00,"2025",0.00,0.00,0.00,"",0.00,45.00,1.00,199.00,,,,,,
2018-05-01,"EV","IAH","Houston, TX","TX","MLU","Monroe, LA","LA","1416",0.00,0.00,"1515",0.00,0.00,0.00,"",0.00,42.00,1.00,262.00,,,,,,
2018-05-01,"EV","LEX","Lexington, KY","KY","ATL","Atlanta, GA","GA","1001",0.00,0.00,"1121",0.00,0.00,0.00,"",0.00,63.00,1.00,304.00,,,,,,
2018-05-01,"EV","OMA","Omaha, NE","NE","ATL","Atlanta, GA","GA","0537",0.00,0.00,"0847",0.00,0.00,0.00,"",0.00,111.00,1.00,821.00,,,,,,
2018-05-01,"EV","CLE","Cleveland, OH","OH","LGA","New York, NY","NY","1359",0.00,0.00,"1556",7.00,0.00,0.00,"",0.00,64.00,1.00,419.00,,,,,,
2018-05-01,"EV","RDU","Raleigh/Durham, NC","NC","LGA","New York, NY","NY","1856",0.00,0.00,"2056",3.00,0.00,0.00,"",0.00,76.00,1.00,431.00,,,,,,
2018-05-01,"EV","PIT","Pittsburgh, PA","PA","LGA","New York, NY","NY","1718",0.00,0.00,"1850",0.00,0.00,0.00,"",0.00,62.00,1.00,335.00,,,,,,
2018-05-01,"EV","LGA","New York, NY","NY","RDU","Raleigh/Durham, NC","NC","1628",0.00,0.00,"1821",0.00,0.00,0.00,"",0.00,61.00,1.00,431.00,,,,,,
2018-05-01,"EV","HPN","White Plains, NY","NY","ATL","Atlanta, GA","GA","0555",0.00,0.00,"0756",0.00,0.00,0.00,"",0.00,103.00,1.00,780.00,,,,,,
2018-05-01,"EV","ATL","Atlanta, GA","GA","EYW","Key West, FL","FL","1730",0.00,0.00,"1908",0.00,0.00,0.00,"",0.00,84.00,1.00,646.00,,,,,,
2018-05-01,"EV","EYW","Key West, FL","FL","ATL","Atlanta, GA","GA","0707",5.00,0.00,"0859",0.00,0.00,0.00,"",0.00,99.00,1.00,646.00,,,,,,
2018-05-01,"EV","XNA","Fayetteville, AR","AR","LGA","New York, NY","NY","1658",0.00,0.00,"2051",0.00,0.00,0.00,"",0.00,153.00,1.00,1147.00,,,,,,
2018-05-01,"EV","MSP","Minneapolis, MN","MN","XNA","Fayetteville, AR","AR","2027",0.00,0.00,"2239",0.00,0.00,0.00,"",0.00,105.00,1.00,596.00,,,,,,
2018-05-01,"EV","LGA","New York, NY","NY","RIC","Richmond, VA","VA","1226",0.00,0.00,"1348",0.00,0.00,0.00,"",0.00,50.00,1.00,292.00,,,,,,
2018-05-01,"EV","CLE","Cleveland, OH","OH","LGA","New York, NY","NY","0631",0.00,0.00,"0812",0.00,0.00,0.00,"",0.00,70.00,1.00,419.00,,,,,,
2018-05-01,"EV","CLE","Cleveland, OH","OH","LGA","New York, NY","NY","1637",0.00,0.00,"1836",12.00,0.00,0.00,"",0.00,68.00,1.00,419.00,,,,,,
2018-05-01,"EV","ATL","Atlanta, GA","GA","FSM","Fort Smith, AR","AR","1428",0.00,0.00,"1515",0.00,0.00,0.00,"",0.00,85.00,1.00,579.00,,,,,,
2018-05-01,"EV","FSM","Fort Smith, AR","AR","ATL","Atlanta, GA","GA","1544",0.00,0.00,"1837",0.00,0.00,0.00,"",0.00,82.00,1.00,579.00,,,,,,
2018-05-01,"EV","CLE","Cleveland, OH","OH","LGA","New York, NY","NY","1925",0.00,0.00,"2110",0.00,0.00,0.00,"",0.00,74.00,1.00,419.00,,,,,,
2018-05-01,"EV","ATL","Atlanta, GA","GA","OAJ","Jacksonville/Camp Lejeune, NC","NC","1159",0.00,0.00,"1321",0.00,0.00,0.00,"",0.00,60.00,1.00,399.00,,,,,,
2018-05-01,"EV","OAJ","Jacksonville/Camp Lejeune, NC","NC","ATL","Atlanta, GA","GA","1400",0.00,0.00,"1542",0.00,0.00,0.00,"",0.00,63.00,1.00,399.00,,,,,,
2018-05-01,"EV","CLE","Cleveland, OH","OH","LGA","New York, NY","NY","0856",0.00,0.00,"1023",0.00,0.00,0.00,"",0.00,69.00,1.00,419.00,,,,,,
2018-05-01,"EV","DTW","Detroit, MI","MI","RIC","Richmond, VA","VA","1004",0.00,0.00,"1134",0.00,0.00,0.00,"",0.00,70.00,1.00,456.00,,,,,,
2018-05-01,"EV","MSP","Minneapolis, MN","MN","RIC","Richmond, VA","VA","1726",0.00,0.00,"2047",0.00,0.00,0.00,"",0.00,120.00,1.00,970.00,,,,,,
2018-05-01,"EV","RST","Rochester, MN","MN","MSP","Minneapolis, MN","MN","1543",0.00,0.00,"1623",0.00,0.00,0.00,"",0.00,20.00,1.00,76.00,,,,,,
2018-05-01,"EV","RIC","Richmond, VA","VA","MSP","Minneapolis, MN","MN","0853",0.00,0.00,"1101",16.00,1.00,0.00,"",0.00,159.00,1.00,970.00,0.00,0.00,16.00,0.00,0.00,
2018-05-01,"EV","RIC","Richmond, VA","VA","BOS","Boston, MA","MA","1217",0.00,0.00,"1356",0.00,0.00,0.00,"",0.00,78.00,1.00,474.00,,,,,,
2018-05-01,"EV","ROC","Rochester, NY","NY","LGA","New York, NY","NY","1443",0.00,0.00,"1553",0.00,0.00,0.00,"",0.00,57.00,1.00,254.00,,,,,,
2018-05-01,"EV","BOS","Boston, MA","MA","RIC","Richmond, VA","VA","0852",0.00,0.00,"1032",0.00,0.00,0.00,"",0.00,68.00,1.00,474.00,,,,,,
2018-05-01,"EV","CLT","Charlotte, NC","NC","LGA","New York, NY","NY","0906",0.00,0.00,"1105",0.00,0.00,0.00,"",0.00,84.00,1.00,544.00,,,,,,
2018-05-01,"EV","MSP","Minneapolis, MN","MN","XNA","Fayetteville, AR","AR","0846",0.00,0.00,"1052",0.00,0.00,0.00,"",0.00,84.00,1.00,596.00,,,,,,
2018-05-01,"EV","RIC","Richmond, VA","VA","LGA","New York, NY","NY","0931",208.00,1.00,"1111",221.00,1.00,0.00,"",0.00,48.00,1.00,292.00,208.00,0.00,13.00,0.00,0.00,
2018-05-01,"EV","LGA","New York, NY","NY","CLE","Cleveland, OH","OH","1907",2.00,0.00,"2042",0.00,0.00,0.00,"",0.00,64.00,1.00,419.00,,,,,,
2018-05-01,"EV","ATL","Atlanta, GA","GA","MLI","Moline, IL","IL","2109",0.00,0.00,"2229",11.00,0.00,0.00,"",0.00,88.00,1.00,633.00,,,,,,
2018-05-01,"EV","ATL","Atlanta, GA","GA","BMI","Bloomington/Normal, IL","IL","2110",0.00,0.00,"2152",0.00,0.00,0.00,"",0.00,83.00,1.00,533.00,,,,,,
2018-05-01,"EV","ATL","Atlanta, GA","GA","XNA","Fayetteville, AR","AR","1407",7.00,0.00,"1446",0.00,0.00,0.00,"",0.00,83.00,1.00,589.00,,,,,,
2018-05-01,"EV","XNA","Fayetteville, AR","AR","ATL","Atlanta, GA","GA","1523",0.00,0.00,"1806",0.00,0.00,0.00,"",0.00,79.00,1.00,589.00,,,,,,
2018-05-01,"EV","MSP","Minneapolis, MN","MN","RST","Rochester, MN","MN","1140",15.00,1.00,"1220",2.00,0.00,0.00,"",0.00,17.00,1.00,76.00,,,,,,
2018-05-01,"EV","RST","Rochester, MN","MN","MSP","Minneapolis, MN","MN","1256",3.00,0.00,"1342",0.00,0.00,0.00,"",0.00,22.00,1.00,76.00,,,,,,
2018-05-01,"EV","OAJ","Jacksonville/Camp Lejeune, NC","NC","ATL","Atlanta, GA","GA","0555",0.00,0.00,"0721",0.00,0.00,0.00,"",0.00,68.00,1.00,399.00,,,,,,
2018-05-01,"G4","AZA","Phoenix, AZ","AZ","BIL","Billings, MT","MT","1402",0.00,0.00,"1704",0.00,0.00,0.00,"",0.00,109.00,1.00,878.00,,,,,,
2018-05-01,"G4","BIL","Billings, MT","MT","AZA","Phoenix, AZ","AZ","1746",0.00,0.00,"1905",0.00,0.00,0.00,"",0.00,125.00,1.00,878.00,,,,,,
2018-05-01,"G4","FLL","Fort Lauderdale, FL","FL","LEX","Lexington, KY","KY","0554",0.00,0.00,"0812",0.00,0.00,0.00,"",0.00,120.00,1.00,865.00,,,,,,
2018-05-01,"G4","LEX","Lexington, KY","KY","FLL","Fort Lauderdale, FL","FL","0857",0.00,0.00,"1103",0.00,0.00,0.00,"",0.00,109.00,1.00,865.00,,,,,,
2018-05-01,"G4","FLL","Fort Lauderdale, FL","FL","IND","Indianapolis, IN","IN","1204",0.00,0.00,"1444",0.00,0.00,0.00,"",0.00,140.00,1.00,1005.00,,,,,,
2018-05-01,"G4","IND","Indianapolis, IN","IN","FLL","Fort Lauderdale, FL","FL","1546",0.00,0.00,"1826",4.00,0.00,0.00,"",0.00,133.00,1.00,1005.00,,,,,,
2018-05-01,"G4","AZA","Phoenix, AZ","AZ","PIA","Peoria, IL","IL","0639",9.00,0.00,"1127",1.00,0.00,0.00,"",0.00,151.00,1.00,1312.00,,,,,,
2018-05-01,"G4","PIA","Peoria, IL","IL","AZA","Phoenix, AZ","AZ","1207",0.00,0.00,"1333",0.00,0.00,0.00,"",0.00,188.00,1.00,1312.00,,,,,,
2018-05-01,"G4","AZA","Phoenix, AZ","AZ","FSD","Sioux Falls, SD","SD","1425",0.00,0.00,"1844",0.00,0.00,0.00,"",0.00,123.00,1.00,1072.00,,,,,,
2018-05-01,"G4","FSD","Sioux Falls, SD","SD","AZA","Phoenix, AZ","AZ","1930",0.00,0.00,"2036",0.00,0.00,0.00,"",0.00,171.00,1.00,1072.00,,,,,,
2018-05-01,"G4","FLL","Fort Lauderdale, FL","FL","LCK","Columbus, OH","OH","1151",171.00,1.00,"1430",175.00,1.00,0.00,"",0.00,132.00,1.00,961.00,0.00,171.00,4.00,0.00,0.00,
